_id,INC NUMBER,OCCURRED ON,OCCURRED TO,UCR CRIME CATEGORY,100 BLOCK ADDR,ZIP,PREMISE TYPE,GRID,Latitude,Longitude
467669,202300000078166,01/16/2023  14:15,01/16/2023  14:30,LARCENY-THEFT,34XX E SKY HARBOR BLVD,85034,SPECIALTY STORE,AI35,33.4366271,-112.015932
467670,202380000377,01/16/2023  14:28,01/16/2023  14:55,LARCENY-THEFT,44XX E MOCKINGBIRD LN,85028,DRIVEWAY,CG38,33.4190078,-111.7632874
467671,202300000093104,01/16/2023  14:28,nan,LARCENY-THEFT,44XX E MOCKINGBIRD LN,85028,VEHICLE,CG38,33.4190078,-111.7632874
467672,202300000081063,01/16/2023  14:30,01/17/2023  06:00,LARCENY-THEFT,98XX N METRO PKWY E,85051,FENCED COMMERCIAL YARD,CI22,33.5721519,-112.1197019
467673,202300000165981,01/16/2023  14:30,nan,LARCENY-THEFT,57XX N 19TH AVE,85015,DEPARTMENT / DISCOUNT STORE,CA25,33.44871928571428,-112.09999271428572
467674,202300000078283,01/16/2023  14:30,01/16/2023  15:04,LARCENY-THEFT,12XX E CINNABAR AVE,85020,VEHICLE,CI30,33.5771307,-112.0430989
467675,202300000081243,01/16/2023  15:00,01/17/2023  06:00,BURGLARY,104XX N CAVE CREEK RD,85020,STOREROOM/SHED (COMMERCIAL),CI30,33.5700212,-112.062384
467676,202300000078645,01/16/2023  15:00,01/16/2023  16:19,MOTOR VEHICLE THEFT,1XX W IAN DR,85041,STREET / ROADWAY / SIDEWALK,IB27,33.373045,-112.0820024
467677,202300000078308,01/16/2023  15:00,01/16/2023  15:10,LARCENY-THEFT,26XX W THUNDERBIRD RD,85023,DRUG STORE,DD23,33.607668246465764,-112.07506485927406
467678,202300000078467,01/16/2023  15:00,nan,ROBBERY,34XX W GLENDALE AVE,85017,GROCERY / SUPER MARKET,CC21,33.53840966666667,-112.07585933333334
467679,202300000079640,01/16/2023  15:25,01/16/2023  19:00,RAPE,35XX W BASELINE RD,85339,SINGLE FAMILY HOUSE,AB20,33.3774985,-112.07444038108108
467680,202300000078407,01/16/2023  15:28,nan,LARCENY-THEFT,57XX N 19TH AVE,85015,DEPARTMENT / DISCOUNT STORE,CA25,33.44871928571428,-112.09999271428572
467681,202300000078475,01/16/2023  15:45,nan,LARCENY-THEFT,57XX N 19TH AVE,85015,DEPARTMENT / DISCOUNT STORE,CA25,33.44871928571428,-112.09999271428572
467682,202300000081024,01/16/2023  16:00,01/17/2023  05:40,MOTOR VEHICLE THEFT,25XX N 83RD AVE,85035,APARTMENT,BE09,33.44765060869565,-112.23821273913045
467683,202300000094595,01/16/2023  16:00,01/19/2023  16:38,LARCENY-THEFT,101XX W WATKINS ST,85353,DRIVEWAY,AH04,33.42578549498328,-112.07944329765886
467684,202300000096288,01/16/2023  16:17,01/16/2023  17:03,LARCENY-THEFT,44XX W ANTHEM WAY,85086,DEPARTMENT / DISCOUNT STORE,GI18,33.8484102,-112.0948657
467685,202300000078738,01/16/2023  16:30,01/16/2023  16:37,LARCENY-THEFT,104XX N 31ST AVE,85051,SPECIALTY STORE,CI22,33.449785525793764,-112.12614013559646
467686,202300000078731,01/16/2023  16:30,01/16/2023  16:36,LARCENY-THEFT,75XX W LOWER BUCKEYE RD,85043,DEPARTMENT / DISCOUNT STORE,AG10,33.42073250391865,-112.35032256894884
467687,202300000078732,01/16/2023  16:38,nan,DRUG OFFENSE,N 19TH AVE & W MONTEBELLO AVE,85015,STREET / ROADWAY / SIDEWALK,CA25,33.518790749999994,-112.09864629109408
467688,202300000079848,01/16/2023  16:43,nan,LARCENY-THEFT,1XX E JEFFERSON ST,85004,GROCERY / SUPER MARKET,BA28,33.4010644,-110.8522174
467689,202300000081209,01/16/2023  17:00,01/17/2023  07:00,LARCENY-THEFT,50XX N 18TH ST,85016,PARKING LOT,BJ31A,33.4491855,-112.0434775
467690,202300000081117,01/16/2023  17:00,01/17/2023  06:40,MOTOR VEHICLE THEFT,53XX E THOMAS RD,85008,APARTMENT,BE40,33.48017209491107,-112.07294378552352
467691,202300000084100,01/16/2023  17:15,01/16/2023  17:30,BURGLARY,37XX W AUGUSTA AVE,85051,SINGLE FAMILY HOUSE,CE20,33.5512837,-112.1241542
467692,202300000079002,01/16/2023  17:28,01/16/2023  17:35,LARCENY-THEFT,80XX N 27TH AVE,85051,CONVENIENCE MARKET / STORE,CF22,33.448872875,-112.117614
467693,202300000078984,01/16/2023  17:33,01/16/2023  17:33,LARCENY-THEFT,37XX E THOMAS RD,85008,DEPARTMENT / DISCOUNT STORE,BE36,33.480173050642925,-112.07315309080072
467694,202300000084353,01/16/2023  17:55,01/16/2023  18:24,LARCENY-THEFT,74XX W VIRGINIA AVE,85035,DEPARTMENT / DISCOUNT STORE,BE11,33.47674185170719,-112.07760104114898
467695,202300000104025,01/16/2023  18:00,nan,LARCENY-THEFT,33XX W CHANUTE PASS,85041,VEHICLE,AD21,33.3980002,-112.1248961
467696,202300000082001,01/16/2023  18:00,01/17/2023  07:00,LARCENY-THEFT,50XX N 18TH ST,85016,VEHICLE,BJ31A,33.4491855,-112.0434775
467697,202300000301187,01/16/2023  18:28,01/16/2023  18:34,LARCENY-THEFT,74XX W VIRGINIA AVE,85035,DEPARTMENT / DISCOUNT STORE,BE11,33.47674185170719,-112.07760104114898
467698,202300000079610,01/16/2023  18:30,01/16/2023  20:00,MOTOR VEHICLE THEFT,2XX E GREENWAY PKWY,85022,OTHER,DG28,33.63579,-112.071551
467699,202380000359,01/16/2023  18:30,01/16/2023  20:00,LARCENY-THEFT,128XX N TATUM BLVD,85032,PARKING LOT,DB39,33.6386007,-111.9778859
467700,202300000079661,01/16/2023  18:34,01/16/2023  19:54,LARCENY-THEFT,128XX N TATUM BLVD,85032,PARKING LOT,DB39,33.6386007,-111.9778859
467701,202300000079253,01/16/2023  18:35,nan,LARCENY-THEFT,74XX W VIRGINIA AVE,85035,DEPARTMENT / DISCOUNT STORE,BE11,33.47674185170719,-112.07760104114898
467702,202300000083527,01/16/2023  19:00,01/16/2023  19:46,BURGLARY,178XX N 25TH AVE,85023,RENTAL STORAGE / FACILITY,DI23A,33.44988359183673,-112.1132598367347
467703,202300000082628,01/16/2023  19:00,01/17/2023  08:00,LARCENY-THEFT,50XX N 18TH ST,85016,APARTMENT,BJ31A,33.4491855,-112.0434775
467704,202300000081561,01/16/2023  19:00,01/17/2023  08:45,LARCENY-THEFT,49XX E SIESTA DR,85044,VEHICLE,IC39,33.3651168,-112.0352938
467705,202300000080939,01/16/2023  19:00,01/17/2023  05:30,MOTOR VEHICLE THEFT,26XX N 45TH DR,85035,DRIVEWAY,BE18,33.4697693,-112.1568323
467706,202380001122,01/16/2023  19:00,01/30/2023  19:00,LARCENY-THEFT,142XX N SCOTTSDALE RD,85254,OTHER,DD44,33.6069604,-111.9258565
467707,202300000082406,01/16/2023  19:00,01/16/2023  20:55,BURGLARY,25XX W HIGHLAND AVE,85017,APARTMENT,BI23B,33.50561122448979,-112.07419763265305
467708,202300000089994,01/16/2023  19:16,01/18/2023  16:00,ROBBERY,6XX N 47TH PL,85008,DRIVEWAY,BB38A,33.4676443,-111.9792283
467709,202300000079536,01/16/2023  19:36,nan,LARCENY-THEFT,18XX W BELL RD,85023,DEPARTMENT / DISCOUNT STORE,DG25,33.640338724137926,-112.07435855172413
467710,202300000290930,01/16/2023  19:43,nan,LARCENY-THEFT,98XX W LOWER BUCKEYE RD,85353,DEPARTMENT / DISCOUNT STORE,AH05,33.42089686079158,-112.350503819036
467711,202300000080152,01/16/2023  19:56,nan,ARSON,69XX E PRINCESS DR,85054,APARTMENT,DI44,33.6477888,-111.9339121
467712,202300000081001,01/16/2023  20:00,01/17/2023  05:30,BURGLARY,7XX E BETHANY HOME RD,85014,FAST FOOD STORE,CA29,33.523713575757576,-112.073491
467713,202300000081685,01/16/2023  20:00,01/17/2023  06:00,LARCENY-THEFT,18XX W NORTHERN AVE,85021,APARTMENT,CE25,33.55290532432433,-112.07478383783784
467714,202300000081876,01/16/2023  20:00,01/17/2023  09:50,BURGLARY,24XX E BELL RD,85032,SPECIALTY STORE,DH33,33.64035344594594,-112.07212505405406
467715,202300000084180,01/16/2023  20:00,01/16/2023  20:10,AGGRAVATED ASSAULT,72XX W CATALINA DR,85033,SINGLE FAMILY HOUSE,BF11,33.48232010416667,-112.07461635416666
467716,202300000081086,01/16/2023  20:00,nan,LARCENY-THEFT,47XX N 82ND AVE,85033,STREET / ROADWAY / SIDEWALK,BI09,33.4929813,-112.2361221
467717,202300000081031,01/16/2023  20:00,01/17/2023  06:00,MOTOR VEHICLE THEFT,82XX N 27TH AVE,85051,APARTMENT,CF23B,33.44888733333333,-112.117614
467718,202380000374,01/16/2023  20:00,01/17/2023  08:30,LARCENY-THEFT,13XX W MCDOWELL RD,85007,GARAGE / CARPORT,BC26A,33.46565431599096,-112.07414882373732
467719,202300000079620,01/16/2023  20:01,nan,LARCENY-THEFT,16XX W BETHANY HOME RD,85015,SPECIALTY STORE,CA25,33.52388057142857,-112.07398364285714
467720,202300000388822,01/16/2023  20:27,01/16/2023  20:27,LARCENY-THEFT,98XX W LOWER BUCKEYE RD,85353,DEPARTMENT / DISCOUNT STORE,AH05,33.42089686079158,-112.350503819036
467721,202380000477,01/16/2023  20:30,nan,LARCENY-THEFT,51XX E VAN BUREN ST,85008,APARTMENT,BB39,33.45132308163265,-112.0731675510204
467722,202300000079771,01/16/2023  20:33,01/16/2023  20:44,LARCENY-THEFT,18XX W BETHANY HOME RD,85015,DRUG STORE,CA25,33.52388065306122,-112.07400330612245
467723,202300000079794,01/16/2023  20:43,01/16/2023  20:43,LARCENY-THEFT,120XX N 28TH DR,85029,CONVENIENCE MARKET / STORE,DA22,33.5785478,-112.1216274
467724,202300000079802,01/16/2023  20:50,nan,AGGRAVATED ASSAULT,21XX W BOWKER ST,85041,SINGLE FAMILY HOUSE,AD24,33.3965185,-112.1240875
467725,202300000081667,01/16/2023  21:00,01/17/2023  08:00,MOTOR VEHICLE THEFT,38XX N 83RD AVE,85037,APARTMENT,BG08,33.447671755102036,-112.2384098367347
467726,202380000369,01/16/2023  21:00,01/16/2023  21:40,LARCENY-THEFT,30XX N 2ND ST,85012,APARTMENT,BF28,34.3788714,-91.1324107
467727,202300000083900,01/16/2023  21:00,01/17/2023  05:00,LARCENY-THEFT,57XX N 38TH LN,85019,FENCED RESIDENTIAL YARD,CA20,33.521397,-112.1419906
467728,202300000082124,01/16/2023  21:30,nan,LARCENY-THEFT,19XX E INDIAN SCHOOL RD,85016,HOTEL / MOTEL,BH31A,33.494744727272725,-112.07346590909091
467729,202300000080354,01/16/2023  22:00,01/16/2023  23:54,MOTOR VEHICLE THEFT,31XX W MELVIN ST,85009,STREET / ROADWAY / SIDEWALK,BB21,33.4525061,-112.1415095
467730,202300000081686,01/16/2023  22:00,01/17/2023  06:00,LARCENY-THEFT,2XX E MEDLOCK DR,85012,SINGLE FAMILY HOUSE,BJ28,33.511244,-112.073588
467731,202300000080098,01/16/2023  22:20,nan,LARCENY-THEFT,21XX E BUCKEYE RD,85034,BUS STATION,AI32,33.436732579403056,-112.07341270547602
467732,202300000080100,01/16/2023  22:21,nan,DRUG OFFENSE,N 35TH AVE & W VAN BUREN ST,85009,STREET / ROADWAY / SIDEWALK,BA20,,
467733,202300000081148,01/16/2023  22:30,01/17/2023  06:30,MOTOR VEHICLE THEFT,8XX S 11TH AVE,85007,APARTMENT,AJ26,33.4388269,-112.086864
467734,202300000080176,01/16/2023  22:40,01/16/2023  22:43,ROBBERY,248XX N 67TH AVE,85310,CONVENIENCE MARKET / STORE,EG13,33.45092162534655,-112.20355517898177
467735,202300000080250,01/16/2023  23:10,01/16/2023  23:15,AGGRAVATED ASSAULT,34XX W ROOSEVELT ST,85009,STREET / ROADWAY / SIDEWALK,BC21B,33.45872584210278,-112.07412734351726
467736,202300000080447,01/16/2023  23:20,01/16/2023  23:30,LARCENY-THEFT,9XX E VAN BUREN ST,85006,CONVENIENCE MARKET / STORE,BB29,33.45131965306122,-112.07358540816327
467737,202300000083001,01/16/2023  23:30,01/17/2023  12:10,LARCENY-THEFT,34XX W ORCHID LN,85051,SINGLE FAMILY HOUSE,CG21,33.56204846268657,-112.07526153731344
467738,202300000080312,01/16/2023  23:40,nan,BURGLARY,21XX W OSBORN RD,85015,SINGLE FAMILY HOUSE,BF24,33.48745501010101,-112.07417553535353
467739,202300000080319,01/16/2023  23:45,nan,ROBBERY,51XX W BASELINE RD,85339,CONVENIENCE MARKET / STORE,AB16,33.377672979591836,-112.07418873469388
467740,202300000080321,01/16/2023  23:45,nan,AGGRAVATED ASSAULT,15XX N 48TH ST,85008,APARTMENT,BC38,33.44766500052201,-111.97831805686585
467741,202300000080338,01/16/2023  23:52,01/16/2023  23:52,LARCENY-THEFT,34XX E MCDOWELL RD,85008,VEHICLE,BD35,33.46594991571464,-111.93314191883037
467742,202300000080362,01/16/2023  23:52,01/16/2023  23:55,BURGLARY,67XX N 35TH AVE,85017,SPECIALTY STORE,CC21,33.44893806122449,-112.13441510204082
467743,202300000080493,01/17/2023  00:00,nan,DRUG OFFENSE,N 67TH AVE & W INDIAN SCHOOL RD,85033,VEHICLE,BH12,,
467744,202300000083337,01/17/2023  00:00,nan,ARSON,39XX E SWEETWATER AVE,85032,nan,DC36,33.604249,-112.014999
467745,202300000082245,01/17/2023  00:00,nan,RAPE,29XX E ROOSEVELT ST,85008,APARTMENT,BB34,33.458606483103964,-112.07337449620988
467746,202300000086812,01/17/2023  00:00,nan,BURGLARY,60XX E LE MARCHE AVE,85254,SINGLE FAMILY HOUSE,DF42,33.6324451,-111.9660674
467747,202300000085341,01/17/2023  00:00,nan,AGGRAVATED ASSAULT,E CAMBRIDGE AVE & N 17TH PL,85006,VEHICLE,BE31,,
467748,202300000098059,01/17/2023  00:00,nan,BURGLARY,27XX E GREENWAY PKWY,85032,RENTAL STORAGE / FACILITY,DF33,33.63575373614843,-112.07128370033818
467749,202300000081604,01/17/2023  00:00,01/17/2023  00:00,LARCENY-THEFT,30XX W INDIAN SCHOOL RD,85017,PARKING LOT,BG22,33.494913458333336,-112.074164625
467750,202300000085148,01/17/2023  00:00,nan,DRUG OFFENSE,28XX N 27TH AVE,85009,GAS / SERVICE STATION,BE22,33.44849695833334,-112.117614
467751,202300000082764,01/17/2023  00:00,nan,DRUG OFFENSE,26XX W UNION HILLS DR,85027,STREET / ROADWAY / SIDEWALK,DJ23B,33.65481267346939,-112.07451181632653
467752,202300000083601,01/17/2023  00:00,nan,LARCENY-THEFT,180XX N CAVE CREEK RD,85022,SINGLE FAMILY HOUSE,DI32,33.6342741,-112.0307916
467753,202300000093147,01/17/2023  00:00,01/19/2023  12:00,MOTOR VEHICLE THEFT,156XX N 35TH AVE,85053,APARTMENT,DF21,33.450151676767675,-112.13461715151516
467754,202300000082010,01/17/2023  00:00,nan,ARSON,42XX N 68TH AVE,85033,nan,BH12,33.4875119,-112.2055756
467755,202380002004,01/17/2023  00:00,03/15/2023  23:59,LARCENY-THEFT,30XX W CHARTER OAK RD,85029,SINGLE FAMILY HOUSE,DB22,33.5980082,-112.1217383
467756,202300000087207,01/17/2023  00:00,01/18/2023  10:40,LARCENY-THEFT,51XX W THOMAS RD,85035,UNKNOWN,BE16,33.480172591836734,-112.07440820408162
467757,202300000082299,01/17/2023  00:00,01/17/2023  11:00,AGGRAVATED ASSAULT,72XX S 13TH WAY,85042,SINGLE FAMILY HOUSE,AB30,33.3663601,-112.0537113
467758,202300000084324,01/17/2023  00:00,01/17/2023  00:00,LARCENY-THEFT,12XX E MOUNTAIN VIEW RD,85020,APARTMENT,CI30,33.5752093,-112.07309975000001
467759,202300000080941,01/17/2023  00:00,01/17/2023  05:32,LARCENY-THEFT,16XX W MARICOPA ST,85007,STREET / ROADWAY / SIDEWALK,AJ25,33.437653,-112.0998446
467760,202300000140182,01/17/2023  00:00,01/27/2023  23:59,LARCENY-THEFT,20XX E MARYLAND AVE,85016,CYBERSPACE,CB32,33.53111573684211,-112.07285768421052
467761,202300000080365,01/17/2023  00:01,nan,LARCENY-THEFT,42XX W MCDOWELL RD,85009,CONVENIENCE MARKET / STORE,BC19A,33.46582061220216,-112.0746727625953
467762,202380000387,01/17/2023  00:19,01/17/2023  00:20,LARCENY-THEFT,2XX E PASADENA AVE,85012,SINGLE FAMILY HOUSE,BJ28,33.5101626,-112.0683938
467763,202300000089016,01/17/2023  00:30,01/17/2023  05:00,LARCENY-THEFT,55XX N 17TH AVE,85015,APARTMENT,CA25,33.44890779379585,-112.09570090698818
467764,202300000092309,01/17/2023  00:31,01/17/2023  00:42,BURGLARY,23XX W GLENDALE AVE,85015,GOVERNMENT / PUBLIC BUILDING,CC23A,33.538409781249996,-112.07582690625
467765,202300000080489,01/17/2023  00:35,01/17/2023  01:00,BURGLARY,23XX W GLENDALE AVE,85021,GAS / SERVICE STATION,CD23A,33.538409781249996,-112.07582690625
467766,202300000080454,01/17/2023  00:43,01/17/2023  00:45,AGGRAVATED ASSAULT,40XX E SOUTHERN AVE,85040,STREET / ROADWAY / SIDEWALK,AD37,33.39233290249391,-112.07261017925846
467767,202300000084530,01/17/2023  01:00,nan,RAPE,15XX N 51ST AVE,85043,HOTEL / MOTEL,BC16A,33.446804285714286,-112.16901985714286
467768,202300000092246,01/17/2023  01:00,01/19/2023  01:00,LARCENY-THEFT,45XX N 15TH ST,85014,PARK / PLAYGROUND,BI30,33.44883324489796,-112.04978730612245
467769,202300000081306,01/17/2023  01:00,01/17/2023  04:00,LARCENY-THEFT,14XX S 19TH DR,85009,STREET / ROADWAY / SIDEWALK,AI24,33.4336655,-112.100837
467770,202300000080623,01/17/2023  01:08,01/17/2023  01:14,ARSON,XX E MADISON ST,85004,FENCED COMMERCIAL YARD,BA28,33.4461346,-112.0557781
467771,202300000080526,01/17/2023  01:20,nan,AGGRAVATED ASSAULT,44XX S 7TH AVE,85041,PARK / PLAYGROUND,AF27,33.44772675,-112.0826315
467772,202300000080557,01/17/2023  01:33,nan,BURGLARY,89XX N 7TH ST,85020,GROCERY / SUPER MARKET,CG29,33.44982284368681,-112.06521744184332
467773,202300000080579,01/17/2023  01:57,nan,LARCENY-THEFT,22XX E THOMAS RD,85016,CONVENIENCE MARKET / STORE,BF32,33.48033996951136,-112.07336435166279
467774,202300000081865,01/17/2023  02:06,01/17/2023  02:18,BURGLARY,XX N 45TH AVE,85043,WAREHOUSE / FACTORY,BA18,33.4501437,-112.155979
467775,202380000457,01/17/2023  02:30,01/17/2023  02:40,LARCENY-THEFT,15XX W LYNWOOD ST,85007,DRIVEWAY,BC25A,33.46459751875187,-112.07452606524662
467776,202300000082499,01/17/2023  02:30,nan,LARCENY-THEFT,68XX S 33RD AVE,85041,STREET / ROADWAY / SIDEWALK,AB21,33.44708525,-112.1303401875
467777,202300000080639,01/17/2023  02:35,nan,DRUG OFFENSE,33XX W SOUTHERN AVE,85041,STREET / ROADWAY / SIDEWALK,AD21,33.39216349676319,-112.07361939795273
467778,202300000093810,01/17/2023  03:00,01/17/2023  12:00,LARCENY-THEFT,30XX N 52ND DR,85031,STREET / ROADWAY / SIDEWALK,BF16,33.4816934,-112.1723972
467779,202300000087185,01/17/2023  03:31,nan,BURGLARY,3XX S BLACK CANYON AC,85009,WAREHOUSE / FACTORY,BA24,,
467780,202300000080761,01/17/2023  03:43,nan,LARCENY-THEFT,N 19TH AVE & W CAMELBACK RD,85015,UNKNOWN,BI25,33.5095775,-112.0992589
467781,202300000080770,01/17/2023  03:48,01/17/2023  03:48,LARCENY-THEFT,31XX W MISSOURI AVE,85017,STREET / ROADWAY / SIDEWALK,CA21,33.516483679816666,-112.07509133419609
467782,202300000081991,01/17/2023  04:05,nan,LARCENY-THEFT,66XX W WEST WIND DR,85310,SINGLE FAMILY HOUSE,EG13,33.7097534,-112.1525175
467783,202300000081680,01/17/2023  04:05,nan,LARCENY-THEFT,66XX W WEST WIND DR,85310,SINGLE FAMILY HOUSE,EG13,33.7097534,-112.1525175
467784,202300000081009,01/17/2023  04:30,nan,MOTOR VEHICLE THEFT,4XX N 36TH ST,85008,APARTMENT,BB36,33.4798891,-112.0042223
467785,202380000395,01/17/2023  04:31,nan,LARCENY-THEFT,35XX W SAN MIGUEL AVE,85019,OTHER,CA20,33.5201198,-112.1509292
467786,202300000080863,01/17/2023  04:56,nan,AGGRAVATED ASSAULT,28XX E GARFIELD ST,85008,SINGLE FAMILY HOUSE,BB34,33.457271125,-111.93869995833333
467787,202300000081291,01/17/2023  05:00,nan,LARCENY-THEFT,35XX W MICHELLE DR,85308,SINGLE FAMILY HOUSE,DI20,33.64935075189236,-112.07481724523305
467788,202300000085133,01/17/2023  05:00,01/17/2023  08:00,BURGLARY,184XX N 46TH WAY,85032,SINGLE FAMILY HOUSE,DI38,33.6531236,-111.9812751
467789,202300000084786,01/17/2023  05:00,01/17/2023  16:00,BURGLARY,27XX W MONTEBELLO AVE,85017,SINGLE FAMILY HOUSE,CA22,33.519604,-112.075237
467790,202300000080905,01/17/2023  05:00,01/17/2023  00:00,MOTOR VEHICLE THEFT,67XX N 17TH AVE,85015,APARTMENT,CC25,33.44896240284092,-112.09570184008118
467791,202300000080974,01/17/2023  05:48,nan,LARCENY-THEFT,31XX E SIERRA VISTA DR,85016,VEHICLE,CC34,33.5326682,-112.0132246
467792,202300000081044,01/17/2023  06:00,nan,MOTOR VEHICLE THEFT,3XX W PAPAGO ST,85003,APARTMENT,AI27,33.43402448979592,-112.07392342857143
467793,202300000165982,01/17/2023  06:15,nan,AGGRAVATED ASSAULT,24XX E CAMPBELL AVE,85016,APARTMENT,BI33,33.5023119,-112.0223715
467794,202300000083659,01/17/2023  06:30,01/17/2023  14:00,LARCENY-THEFT,100XX N 7TH ST,85020,VEHICLE,CI29,37.4746737,-108.5008289
467795,202300000084213,01/17/2023  06:30,01/17/2023  16:00,MOTOR VEHICLE THEFT,54XX W FULTON ST,85043,STREET / ROADWAY / SIDEWALK,AF16,33.41270033333333,-112.07471145833333
467796,202380000582,01/17/2023  07:00,01/18/2023  07:00,LARCENY-THEFT,33XX E UNIVERSITY DR,85040,HOTEL / MOTEL,AF35A,33.42186926530612,-111.93933224489795
467797,202300000094247,01/17/2023  07:30,01/18/2023  18:30,LARCENY-THEFT,82XX S 23RD LN,85041,STREET / ROADWAY / SIDEWALK,IB23,33.3725376,-112.1107365
467798,202300000088787,01/17/2023  07:37,01/18/2023  09:47,LARCENY-THEFT,XX S CENTRAL AVE,85004,APARTMENT,BA28,33.4286512,-112.0736706
467799,202300000084253,01/17/2023  08:00,01/17/2023  17:30,LARCENY-THEFT,91XX W RIVERSIDE AVE,85353,STREET / ROADWAY / SIDEWALK,AG06,33.4148489,-112.2775696
467800,202300000141314,01/17/2023  08:00,01/28/2023  14:00,BURGLARY,42XX W HARTFORD AVE,85308,SINGLE FAMILY HOUSE,DH19,33.6424864,-112.1382169
